,Unnamed: 0,»ç¿ëÀÚ¸í,´ñ±Û,ÇÑ±¹ÀÎ
4142,4142,R Mak,I think they all knew this one would be a hit as soon as someone said RUN RUN RUN...,0
4143,4143,Joy Touthang,This is a full vibe?? ??????,0
4144,4144,James Sun,whoa flashback... this sounds like 2013 all over again. good times,0
4145,4145,Mill?n S?nchez Renata,"No la puedo dejar de escuchar xd
Amo esta canci?n, gracias One Republic <3",0
4146,4146,Chun Yuan Chot,"When imagine dragon singing, they nailed it",0
4147,4147,CheapAbyss,"I swear I don't know how Ryan does it. He just doesn't know how to produce a bad song, OneRepublic or otherwise.",0
4148,4148,Jiyonney TeuMe,One republic never disappoints. So good!!!,0
4149,4149,dap,fav song rn,0
4150,4150,Ciprian Al-firi,"Ritmic music , it moves you !",0
4151,4151,Ashwini S,I do not know how to express how EXCITED I am for the new album. Every single so far has been AMAZING,0
4152,4152,Hellen Torres,True fact: One republic is making a better life for the people with their  songs,0
4153,4153,Andi Arif Wangsa,Ryan Tedder is a genius in music since his first debut.,0
4154,4154,Emily An,"Let's Be Honest , One Republic Songs never disappoint Us",0
4155,4155,robin micheal,These people don't disappoint us ??????,0
4156,4156,Noah moffatt,this is such a onerepublic music video and I love every second of it,0
4157,4157,mandamaye28,I feel like it's impossible for Ryan Tedder to write a bad song. ???? All the songs he writes for Onerepublic and for other artists are just so good!!! ?? ?? ??,0
4158,4158,Lisa Scheper,"Count your blessings and try to be sad simultaneously.  It¡¯s virtually impossible. This song was NEEDED @ this time!  Congrats, 1R on another smash hit!  You guys are the definition of talent and consistency.",0
4159,4159,Nicole Karman,2:14 the best part. He gave all he had,0
4160,4160,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4161,4161,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4162,4162,Kratoz 3804,"This brings me back to the days of counting stars, anyone else?",0
4163,4163,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4164,4164,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4165,4165,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4166,4166,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4167,4167,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4168,4168,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4169,4169,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4170,4170,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4171,4171,D?ra Szabina Varga,"First Imagine Dragons, and now you, guys!!!!!!!!!!!!!!!!!!!! What a day!!!!!!!!!!!!!!!!!!!",0
4172,4172,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4173,4173,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4174,4174,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4175,4175,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4176,4176,Elizabeth Calderon,"Ima say this again, RYAN TEDDER IS UNDERRATED!!!!!! He deserves more credit for his songwriting!",0
4177,4177,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4178,4178,joh junior,It's INSANE that he's over *40* years old and still sings/performs with this amount of energy,0
4179,4179,Camila Arias,This is a HIT!!!!,0
4180,4180,Stephen Mwiti,Am fuckin speechless. This is great,0
4181,4181,Lights Camera Action,Imagine Dragons and OneRepublic releasing music video the same day made my day. Love them,0
4182,4182,Mamung Idiosyncratic,"One Republic is back again to lit up us all,in the moment where most of the music sounds so damn similar to each of it!
They are different! ????",0
4183,4183,Sheida Javid,One of the best songs released in the past couple of years !,0
4184,4184,Blue Bells,Brilliant they never disappoints me ??????????????????,0
4185,4185,Geet Kaushik,"And run run run....
want a acoustic version of this song....??",0
4186,4186,Shanna Wilson,Tedder is a genius. I don¡¯t care what others say. The talent in that brain. And someone who has anxiety and panic attacks it makes me love him even more. MadTasty is some of the best! Unicorn Tears get it!,0
4187,4187,Sarah West,"Heard a snippet on CBS morning show...yes, I'm old, I know. Played the snippet for Google mic...and voila!...now can't get the tune out of my head!????",0
4188,4188,Coffee,Sounds so nostalgic even though its new....maybe its the whistle sound...,0
4189,4189,Nicola,"This song goes in the ear and sticks in the head, I love it ¢½??",0
4190,4190,Tracey Meli Music,Ahhh this is super catchy :),0
4191,4191,Anup Parajuli,"Wow wow wow!!!!!!!
Imagine Dragons 
Twenty One Pilots
One Republic 
All releasing their songs one by one is the greatest thing happening in this pandemic times",0
4192,4192,My Old Channel,why is nobody talking about the amazing flips he does at 2:14 ?,0
4193,4193,Mistery E,I'm glad that all of the band members are in the video ????,0
4194,4194,Oj?rs Ivan?enko,Positive vibe ??,0
4195,4195,Benjamin S,"Listening to OneRepublic songs for 10 years now, every song is just Awesome! :D

Now 1.7m - but I'm waiting for the 100m views!!!",0
4196,4196,Blue Music Espa?a,????,0
4197,4197,Emily DPE,I love the vibe this song spread!,0
4198,4198,Julio Rodriguez,The music I always hope for and always get. You never disappoint us. Thanks.,0
4199,4199,Blue Pencil,Today i realized it only released 4 days ago O.O,0
4200,4200,Eduardo Jes?s Daniel Pantoja,Amazing song 1D,0
4201,4201,gerchrisian,"You know the song is your new vibe, when you kept hearing ""run, run, run"" playing in your head, over and over again. Even while sleeping or even in the toilet.",0
4202,4202,480_Averrous Saloom,this song stuck in my head too deep,0
4203,4203,Daria Dabrowska,Constantly  amazing from years.??,0
4204,4204,Ram Upadhaya,Who likes the whistle part??Or its me??,0
4205,4205,Mohamed Khalifa,I love the vibes of this song makes me wanna dance,0
4206,4206,Diana Trnkusov?,"When you think OneRepublic can't come with any better song, Run happens",0
4207,4207,ashray Reddy,nothing can be better than counting stars,0
4208,4208,Filippo Ru,One of the best songs of the recent years,0
4209,4209,Lisitenzi Kamusaro,I liked without even listening to it yet thata how much I love this band,0
4210,4210,Amanda Nicolau,LOVE this song and this band! <3,0
4211,4211,Ruben Torres,This will definitely be a song that will go down in history,0
4212,4212,Ian Lopez,"how does this not have over 1millon views yet? it baffles me, no where on trending no where on youtube music. crazy",0
4213,4213,Skip Ads,i¡¯m 5 days late¡¦one republic never disappoints always good music,0
4214,4214,Nojoke,"I RUN this song every minute.
It so good, but what should I say:
Its EVERYTIME so good.
Please make more songs cause ??",0
4215,4215,Clarissa Carrillo,Finally a new and amazing song!! (as usual) <3 I've been waiting for this album for so long!! thank you OneRepublic!,0
4216,4216,Barron,"This guy's ability to write good songs, is unbelievable.",0
4217,4217,¬°¬Ü¬ã¬Ñ¬ß¬Ñ ¬­¬Ú,my favorite song so far,0
4218,4218,The Film Poet,"I haven¡¯t been the biggest OneRepublic fan, not that I think their music¡¯s bad, it just hasn¡¯t been my favorite. Well, this song is probably my new favorite song now. ¡°You¡¯re gonna grow up, gonna grow old, but all that glitter won¡¯t turn to gold.¡± What an incredible line.",0
4219,4219,Arkanter,I want to see you and Rag'n'bone together on my playlist! <3,0
4220,4220,cherloov oov,1:27 is my favorite part! xD,0
4221,4221,Alpha Martin,One republic never disappoints. They inspired every song I¡¯ve ever made,0
4222,4222,Milan verma,This song somehow sounds so delicious .. acoustically delicious !,0
4223,4223,Josemaria Nriagu,Always loved this band ?,0
4224,4224,Giovani Araujo,Me encantaaaaa One Republic siempre haciendo lo suyo ¢¾???????????????????????????,0
4225,4225,Orwah ES,"i'm addicted to this song ??
yeah if i learned one lesson, count your blessings. look to the risin' sun.",0
4226,4226,antK1213,Imagine how many people are listening to this song rn with you??,0
4227,4227,Mr and Mrs N's Travel Channel,Love this song. Such a happy melody.,0
4228,4228,Erin Kaehler,Such a good song!,0
4229,4229,Dominika Kala?ov?,Love it! Can't stop playing it over and over again #addiction,0
4230,4230,Ramzi Hmd,Billboard here we go again ??,0
4231,4231,ryan agustin,"I just love everything, it lifts up my mood. ?? Keep safe!",0
4232,4232,thanh le,"I can't sit still while listening to this, my body naturally swaying :)))",0
4233,4233,waveygurl,I want that cat who's owner makes him meow and sing with him to do this song the chorus. The black cat with the russian dad from TikTok,0
4234,4234,catherine van heerden,I love this song so much it's on my top track,0
4235,4235,Angeline Bena,Imagine the number of people listening this with you at the same time,0
4236,4236,Kinyua Kariithi,From Kenya with lots of love for one republic...Good vibes & pure classic music,0
4237,4237,Nazia Tasneem,"Now that's a music video!

Love the song too!",0
4238,4238,Rebecca Carlson,Love this song!! Another One Republic great!??,0
4239,4239,Miguel Calderon,I love one republic your songs is  wonderfull and beautifull!  Don't stop listen!??????¢¾?¢¾?¢¾?,0
4240,4240,Glass Queen,"The song that can hook you up with just the first ""run""",0
4241,4241,Adi Pereira,Oh mY goodness... You are really cool in this song... Love  it,0
4242,4242,Bai Hoc,Your music like a summer breeze to my soul ¢¾?¢¾?¢¾? it's so beautiful ?????? n your vid is always so creative ?????? thanks Soo much ??????,0
4243,4243,Francesco Paolo Ciampone,Another amazing song from OneRepublic,0
4244,4244,Zalepoyi Shijoh,It got some vibes.. Like  Runnnnn..! ????,0
4245,4245,Maharlika Laya,One Republic never disappoints,0
4246,4246,Winny !,A masterpiece ??????,1
4247,4247,Djan Maury YouTube Channel,"???????????????????? From Brazil
Too good !! Very Nice !! Muy agradable y bailante !! C'est magnifique chanson !! Excelente ritmo e ? ?timo pra dan?ar !!",0
4248,4248,deeJournal,Miss you guys!!! Love this songggggg,0
4249,4249,ApDet News,The lyric; It's like poetry with good RIMA.,0
4250,4250,Avinash Sarmah,OneRepublic cannot produce a bad song even if they try,0
4251,4251,Eduardo Jes?s Daniel Pantoja,I love OneRepublic,0
4252,4252,Ïà÷Êä´×é,Singin' in the Rain!!,0
4253,4253,Ashleigh Holtham,"Love this song so much on repeat idk how long that will last but quick question anyone else got the instant, dont I know this tune and look up the rio song hot wings?",0
4254,4254,Ricardo Cerqueira,"Thanks for this song! ??
 ""Look to the rising sun, yeah, run run run""",0
4255,4255,Rich Republic,Probably the most underrated band in the world,0
4256,4256,Ph?t P,I miss my favorite song : The Night -Avicii,0
4257,4257,Zahra Kakaei,can't help whistling??????,0
4258,4258,Reneboy Dindin Cocamas,THIS WHAT I CALLED MUSIC.,0
4259,4259,Jennifer Currier,I love Ryan and One Republic since day one,0
4260,4260,Kitti The Tennis Cat,I can't get this song out of my head!!!,0
4261,4261,Asfar Tasnim,"One Republic songs are one of a kind..
The MV is cool..",0
4262,4262,Septa Susanti,what a cool song! yeah run run run ??,0
4263,4263,Eli ***,This is One Republic??I can't describe it . it's just so sick??run run run ??,0
4264,4264,Suhail Rahman,Digesting facts that they are almost 20 y/o in the industry and yet is ?KING? ?? all hail 1R,0
4265,4265,Eliza Rose Coaching,"Brilliant, as usual.  Thanks for the fabulous music, guys",0
4266,4266,Senad senad,Best song for a radio listen ??,0
4267,4267,ud maju lancar,Buitiful jos from infonesia ????,0
4268,4268,Claudia Baigorria,This is art ¢¾,0
